SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2057,2,1,Suburb,1985,"AED 2,72,305"
2711,4,1,Suburb,1955,"AED 3,01,929"
2440,2,3,Urban,1955,"AED 3,04,545"
1707,4,1,Urban,1996,"AED 2,74,086"
2181,5,3,Rural,2019,"AED 2,77,691"
2780,4,1,Rural,1991,"AED 2,13,026"
2523,5,2,Urban,2003,"AED 3,46,656"
1365,5,3,Urban,2019,"AED 1,39,534"
2363,2,1,Rural,2015,"AED 1,98,816"
1857,5,1,Urban,1984,"AED 1,75,359"
2358,2,2,Rural,1962,"AED 2,50,416"
2606,3,1,Suburb,1996,"AED 2,61,971"
1326,3,1,Rural,2003,"AED 1,07,534"
1113,3,1,Suburb,2015,"AED 76,073"
1796,4,3,Suburb,1991,"AED 1,82,778"
1918,5,2,Urban,1988,"AED 2,24,962"
2441,2,2,Urban,1979,"AED 3,60,489"
2491,3,2,Suburb,1960,"AED 3,40,725"
2166,2,3,Suburb,2008,"AED 2,11,081"
1608,3,1,Urban,1983,"AED 2,64,014"
1308,5,3,Rural,2004,"AED 1,61,989"
1400,3,2,Urban,1981,"AED 2,75,988"
2343,2,2,Urban,1969,"AED 2,64,750"
1211,3,2,Suburb,2003,"AED 1,60,722"
1316,2,3,Urban,1952,"AED 1,68,070"
1184,3,3,Suburb,1960,"AED 1,09,829"
2228,2,1,Suburb,2015,"AED 3,21,811"
2387,3,3,Rural,2000,"AED 2,43,310"
2239,5,1,Urban,2003,"AED 2,34,644"
1245,3,1,Urban,1982,"AED 1,84,146"
1238,4,1,Rural,1982,"AED 73,684"
2828,2,2,Urban,1965,"AED 3,01,526"
2414,3,1,Rural,1993,"AED 2,38,937"
1519,4,3,Urban,1968,"AED 1,08,024"
2613,2,3,Urban,2021,"AED 2,67,638"
2859,3,2,Suburb,1969,"AED 3,13,590"
1276,3,2,Rural,1992,"AED 1,70,758"
2980,5,2,Urban,1972,"AED 2,63,558"
2005,3,3,Urban,1976,"AED 1,53,518"
1201,2,3,Rural,1970,"AED 1,89,628"
1213,4,1,Suburb,1953,"AED 2,37,440"
1605,3,3,Urban,1964,"AED 1,33,759"
1477,4,2,Urban,1986,"AED 1,28,522"
1507,2,1,Urban,2006,"AED 1,31,970"
2999,2,1,Suburb,2001,"AED 2,61,895"
2098,3,2,Suburb,1959,"AED 2,10,109"
1668,5,1,Rural,1994,"AED 1,53,981"
1664,3,2,Urban,1988,"AED 2,08,473"
2977,5,2,Suburb,2001,"AED 3,18,824"
1141,3,2,Urban,2007,"AED 1,49,254"
2613,4,3,Rural,1994,"AED 3,66,958"
1321,5,2,Rural,1956,"AED 2,16,399"
2717,5,2,Rural,1984,"AED 2,86,913"
1460,4,1,Rural,1959,"AED 1,99,247"
1706,3,1,Suburb,1976,"AED 3,02,363"
1669,2,2,Rural,1952,"AED 95,401"
2169,2,1,Rural,2007,"AED 2,18,197"
1053,3,3,Suburb,2001,"AED 1,12,175"
2379,4,3,Urban,1991,"AED 2,82,634"
1276,2,1,Urban,1999,"AED 1,10,622"
2844,4,1,Suburb,2003,"AED 3,42,350"
2618,3,1,Rural,1990,"AED 3,75,676"
1399,4,1,Rural,2004,"AED 83,402"
1667,4,1,Suburb,1977,"AED 1,85,320"
1515,4,3,Urban,2015,"AED 1,63,118"
2522,2,2,Rural,2007,"AED 2,68,783"
2334,4,1,Urban,1994,"AED 1,99,841"
2294,5,2,Urban,1971,"AED 2,48,517"
1575,4,1,Suburb,2001,"AED 2,16,946"
2472,4,2,Rural,1976,"AED 2,76,458"
1111,3,1,Suburb,1952,"AED 1,88,631"
1238,4,1,Rural,2015,"AED 1,96,855"
2167,4,3,Urban,1994,"AED 2,28,174"
2397,2,3,Suburb,2008,"AED 2,69,715"
2043,5,3,Rural,1960,"AED 1,70,483"
2599,3,3,Suburb,1958,"AED 2,69,127"
2312,5,1,Suburb,1983,"AED 3,36,804"
2616,4,3,Suburb,1970,"AED 2,62,898"
1196,2,2,Rural,1983,"AED 1,39,627"
1381,5,3,Urban,2008,"AED 1,23,519"
2604,5,2,Rural,2021,"AED 2,34,180"
2721,5,2,Urban,2015,"AED 3,62,667"
2702,5,1,Suburb,2007,"AED 2,92,520"
2740,5,3,Urban,1994,"AED 3,11,315"
2515,2,3,Suburb,1997,"AED 2,28,926"
1163,4,2,Rural,1978,"AED 1,31,843"
1605,2,2,Suburb,1991,"AED 1,72,058"
2272,2,3,Urban,1957,"AED 1,94,020"
2091,2,2,Urban,1985,"AED 2,75,009"
1854,2,1,Suburb,1985,"AED 1,85,662"
2044,4,3,Urban,1991,"AED 2,06,912"
1830,4,1,Rural,2000,"AED 1,58,979"
2535,2,1,Urban,1973,"AED 2,58,443"
1596,5,3,Suburb,1950,"AED 1,68,302"
2413,4,3,Suburb,1966,"AED 2,78,984"
1535,4,2,Urban,1963,"AED 2,52,157"
1110,2,1,Suburb,1970,"AED 1,52,498"
1948,5,3,Suburb,2005,"AED 2,32,651"
1862,5,3,Suburb,1970,"AED 2,02,059"
1594,2,1,Suburb,1966,"AED 2,09,067"
2893,2,2,Suburb,1968,"AED 2,54,800"
2021,4,3,Rural,1956,"AED 2,06,632"
1459,4,1,Suburb,2018,"AED 1,60,945"
2101,3,1,Suburb,1965,"AED 1,91,807"
1433,3,2,Rural,2008,"AED 1,56,498"
2403,2,3,Urban,2007,"AED 1,75,412"
2675,3,1,Suburb,2019,"AED 2,96,307"
2463,5,2,Suburb,1963,"AED 4,39,022"
1887,5,3,Suburb,1958,"AED 2,40,328"
1782,5,3,Rural,1950,"AED 2,20,288"
2362,4,3,Suburb,2006,"AED 2,07,558"
1987,3,3,Rural,1971,"AED 1,77,717"
2447,3,3,Suburb,1969,"AED 2,28,372"
1168,2,2,Urban,1980,"AED 81,291"
1708,4,1,Rural,1997,"AED 2,20,618"
1964,4,2,Urban,2013,"AED 1,96,700"
2285,4,1,Rural,1953,"AED 2,28,803"
1726,5,2,Rural,1977,"AED 3,20,254"
2602,4,3,Rural,1957,"AED 2,60,920"
1228,3,2,Rural,2019,"AED 1,81,128"
2184,2,1,Urban,2021,"AED 2,59,197"
1426,3,3,Suburb,2000,"AED 2,22,609"
1121,4,1,Urban,2017,"AED 1,42,454"
1148,2,3,Suburb,1956,"AED 1,63,095"
1851,5,3,Urban,1955,"AED 1,65,692"
1704,2,3,Urban,1996,"AED 1,77,725"
2766,4,1,Rural,1970,"AED 3,12,369"
1110,4,1,Rural,1976,"AED 2,45,285"
2680,2,2,Rural,2021,"AED 2,73,371"
2244,4,1,Urban,1972,"AED 2,56,414"
2927,4,2,Rural,1966,"AED 3,13,305"
1063,4,1,Rural,1960,"AED 2,31,008"
1637,4,3,Urban,1970,"AED 2,32,532"
2753,2,2,Urban,1974,"AED 3,05,824"
2819,2,2,Suburb,1959,"AED 2,64,909"
2377,3,2,Rural,1982,"AED 2,78,063"
2497,5,2,Rural,1955,"AED 3,08,978"
1908,5,1,Rural,1974,"AED 2,03,742"
2771,3,2,Suburb,2013,"AED 2,44,495"
2508,2,3,Rural,1988,"AED 2,14,650"
1012,3,1,Urban,1987,"AED 73,134"
1933,4,3,Suburb,2006,"AED 2,47,047"
2176,4,1,Suburb,2014,"AED 3,22,443"
1238,5,1,Urban,1976,"AED 2,20,042"
2213,2,2,Rural,2010,"AED 2,82,856"
1662,5,3,Rural,2005,"AED 2,41,626"
2109,3,3,Urban,1995,"AED 2,53,309"
2044,5,3,Urban,1954,"AED 2,51,968"
1693,5,1,Rural,1985,"AED 1,74,346"
2342,4,2,Urban,2018,"AED 2,67,173"
2181,5,1,Urban,1957,"AED 2,75,089"
1970,3,2,Rural,1960,"AED 2,16,193"
1963,2,3,Suburb,2018,"AED 1,01,417"
2504,5,3,Urban,2020,"AED 2,46,425"
2902,2,3,Rural,1987,"AED 3,21,682"
1075,3,3,Rural,1970,"AED 1,22,874"
1328,5,1,Rural,2012,"AED 2,02,227"
2439,2,2,Suburb,1976,"AED 2,18,651"
2226,4,3,Urban,1973,"AED 2,69,685"
2252,4,2,Urban,1981,"AED 3,14,706"
1151,3,2,Suburb,1968,"AED 1,34,670"
2798,5,1,Rural,1984,"AED 2,98,365"
1071,3,1,Suburb,2018,"AED 1,76,106"
1224,2,1,Suburb,2002,"AED 72,354"
1472,2,1,Urban,2002,"AED 1,44,312"
2920,3,2,Urban,2005,"AED 2,37,708"
2666,2,3,Rural,1972,"AED 2,81,679"
1359,3,3,Urban,1964,"AED 2,13,877"
1539,3,2,Suburb,2011,"AED 1,71,285"
1810,4,3,Suburb,2014,"AED 1,52,618"
1608,2,2,Rural,1976,"AED 2,29,731"
2069,3,2,Suburb,1955,"AED 2,44,745"
1000,4,3,Suburb,1965,"AED 92,588"
1677,3,1,Suburb,1972,"AED 2,29,678"
2268,2,1,Rural,1986,"AED 2,59,436"
2242,4,3,Rural,1980,"AED 3,34,388"
2637,2,1,Urban,2001,"AED 2,73,246"
1290,5,3,Urban,2007,"AED 2,04,911"
2481,5,3,Suburb,1989,"AED 1,86,496"
1203,5,3,Suburb,2006,"AED 96,374"
2225,5,1,Urban,1956,"AED 2,35,427"
1565,4,2,Suburb,1978,"AED 1,98,592"
1481,2,2,Urban,2019,"AED 1,56,569"
2815,3,1,Urban,2015,"AED 2,80,146"
1510,3,1,Rural,1952,"AED 1,65,797"
1923,3,2,Urban,2010,"AED 2,48,950"
1277,2,2,Rural,2009,"AED 1,28,149"
2004,4,2,Rural,1962,"AED 2,19,689"
1015,2,2,Rural,2018,"AED 1,38,910"
2548,5,3,Rural,1985,"AED 3,91,360"
1355,3,3,Rural,2003,"AED 1,38,056"
1355,2,2,Urban,1980,"AED 2,20,072"
1829,5,3,Suburb,1967,"AED 1,79,501"
2962,5,2,Urban,1954,"AED 3,57,672"
1598,4,1,Rural,1958,"AED 1,32,199"
2101,3,3,Suburb,1968,"AED 2,77,195"
1927,2,3,Rural,1960,"AED 2,35,949"
2090,5,1,Urban,1961,"AED 2,94,849"
1858,5,2,Urban,1994,"AED 1,65,469"
2746,3,3,Rural,1985,"AED 2,91,281"
1213,2,3,Rural,2013,"AED 1,07,627"
2720,2,3,Urban,1982,"AED 2,68,268"
1448,3,2,Suburb,1956,"AED 1,00,000"
1964,5,3,Rural,1951,"AED 2,00,183"
2456,4,1,Urban,1953,"AED 3,00,988"
2568,3,3,Rural,2018,"AED 2,73,726"
2138,5,1,Suburb,1992,"AED 3,26,733"
1786,4,1,Suburb,2000,"AED 2,08,106"
2443,3,2,Suburb,2011,"AED 3,10,722"
1498,3,2,Rural,2008,"AED 1,38,342"
1709,5,3,Urban,2015,"AED 1,29,389"
1379,3,1,Rural,1977,"AED 1,71,828"
2166,2,1,Rural,2010,"AED 2,67,231"
1739,2,2,Rural,1955,"AED 1,93,997"
1631,4,3,Suburb,1971,"AED 1,98,847"
2888,3,3,Suburb,1992,"AED 3,74,975"
2047,2,1,Rural,1966,"AED 2,14,662"
1538,5,3,Rural,1982,"AED 1,48,623"
1944,5,3,Rural,1976,"AED 3,14,282"
2098,5,1,Urban,2003,"AED 3,37,466"
1752,2,2,Rural,1956,"AED 2,68,420"
1534,3,3,Suburb,1999,"AED 2,25,726"
1672,3,2,Suburb,1957,"AED 1,80,791"
2064,3,3,Urban,2008,"AED 2,64,240"
2773,4,2,Urban,2009,"AED 3,08,391"
2774,3,3,Urban,1953,"AED 2,81,243"
1567,2,3,Suburb,1968,"AED 1,01,253"
2436,2,3,Suburb,1961,"AED 2,82,321"
1414,3,3,Rural,1984,"AED 2,13,311"
1448,5,3,Rural,2010,"AED 1,81,348"
1609,4,1,Suburb,1961,"AED 2,53,124"
1657,4,3,Urban,2007,"AED 2,34,014"
2797,2,1,Suburb,1979,"AED 2,27,666"
1435,4,3,Suburb,1963,"AED 2,31,687"
2575,5,2,Urban,1993,"AED 2,69,629"
1704,3,2,Suburb,1999,"AED 1,33,239"
1238,4,2,Suburb,1979,"AED 1,16,285"
2065,4,1,Urban,1958,"AED 3,20,494"
1733,2,1,Suburb,1979,"AED 2,73,824"
2731,5,2,Rural,1963,"AED 2,86,554"
1799,2,1,Suburb,1993,"AED 2,42,648"
1009,2,2,Urban,1953,"AED 1,41,100"
1746,4,3,Urban,1983,"AED 1,89,441"
2860,2,3,Rural,2014,"AED 3,20,125"
2288,2,3,Urban,2014,"AED 1,59,567"
2604,4,3,Urban,1966,"AED 2,64,522"
2468,4,1,Suburb,2000,"AED 2,65,783"
1138,4,2,Rural,1953,"AED 1,56,522"
2890,3,1,Suburb,2012,"AED 3,71,024"
1730,5,2,Suburb,1993,"AED 3,17,864"
1195,3,3,Rural,1959,"AED 1,06,219"
2097,4,2,Urban,1968,"AED 2,60,365"
2638,5,1,Rural,2014,"AED 3,18,282"
2248,2,2,Urban,1950,"AED 1,02,776"
2658,5,3,Urban,1982,"AED 3,31,288"
2125,4,1,Suburb,2008,"AED 2,02,711"
1263,3,1,Suburb,1968,"AED 53,916"
1944,5,2,Suburb,1966,"AED 2,27,277"
1919,2,3,Urban,1982,"AED 2,59,746"
1160,3,2,Rural,1962,"AED 98,441"
2256,3,1,Rural,1999,"AED 3,28,815"
1490,3,2,Urban,1994,"AED 1,41,910"
2810,3,2,Suburb,1959,"AED 4,02,340"
1769,2,3,Urban,1959,"AED 1,92,810"
1310,4,2,Rural,2003,"AED 2,33,378"
2674,2,3,Suburb,1963,"AED 2,81,091"
1226,4,2,Rural,1952,"AED 1,43,759"
1272,4,3,Rural,2019,"AED 1,33,055"
1937,5,1,Suburb,1976,"AED 2,08,163"
1316,2,3,Suburb,1957,"AED 1,24,233"
2922,4,3,Rural,1976,"AED 3,08,865"
2109,2,2,Suburb,2006,"AED 2,93,371"
1290,2,2,Suburb,1982,"AED 1,77,065"
2492,4,1,Urban,1961,"AED 1,92,898"
1728,4,3,Urban,1993,"AED 1,95,163"
2894,3,1,Urban,2002,"AED 3,82,234"
2601,5,2,Suburb,2011,"AED 3,37,423"
2792,4,3,Urban,2003,"AED 2,70,131"
2670,4,1,Rural,1965,"AED 2,67,142"
2427,4,2,Urban,1974,"AED 3,02,086"
2450,5,2,Rural,1992,"AED 2,41,279"
1374,2,1,Rural,1961,"AED 91,205"
2925,3,3,Urban,2003,"AED 3,18,134"
1566,3,1,Urban,1957,"AED 2,09,297"
1867,2,2,Suburb,1966,"AED 2,17,713"
1754,5,3,Suburb,1983,"AED 2,01,393"
1251,5,3,Urban,2015,"AED 1,40,340"
2556,4,1,Rural,2011,"AED 3,25,181"
1306,5,2,Urban,2019,"AED 1,17,073"
2453,5,1,Suburb,2003,"AED 3,11,965"
1674,4,1,Suburb,1984,"AED 2,30,818"
1867,2,2,Rural,1987,"AED 1,80,433"
1263,3,3,Suburb,1977,"AED 1,65,444"
1067,2,3,Urban,2013,"AED 1,55,371"
2130,2,1,Rural,2008,"AED 2,20,426"
2423,4,3,Urban,2002,"AED 2,29,470"
2602,2,2,Rural,2020,"AED 2,10,727"
2222,5,3,Rural,1960,"AED 2,03,760"
2215,2,2,Urban,1998,"AED 2,80,655"
1513,2,3,Suburb,2016,"AED 1,02,371"
1768,4,1,Suburb,1966,"AED 2,15,972"
1441,4,2,Rural,1956,"AED 1,49,136"
1000,3,2,Rural,1965,"AED 68,932"
1357,5,2,Suburb,1954,"AED 96,271"
2138,5,3,Rural,2018,"AED 2,39,991"
1902,3,1,Suburb,1992,"AED 2,72,276"
2623,3,3,Suburb,2014,"AED 2,90,254"
2220,4,1,Urban,1955,"AED 3,85,563"
2627,3,2,Urban,1962,"AED 3,76,982"
1273,2,3,Suburb,1990,"AED 97,845"
1855,3,2,Suburb,1972,"AED 1,47,914"
2017,2,3,Urban,1977,"AED 2,66,909"
2183,3,1,Suburb,1957,"AED 1,91,977"
1172,4,1,Suburb,1963,"AED 1,00,921"
2568,5,2,Rural,1953,"AED 3,17,548"
2481,2,1,Urban,2018,"AED 3,45,661"
1584,5,3,Urban,1953,"AED 2,37,149"
2456,2,3,Urban,1975,"AED 2,72,066"
1928,5,2,Rural,1984,"AED 2,81,387"
1480,4,2,Urban,1956,"AED 2,60,256"
1454,2,2,Urban,1992,"AED 1,55,221"
1195,3,2,Urban,1986,"AED 96,950"
1795,4,3,Suburb,1960,"AED 1,74,280"
1598,5,2,Rural,1972,"AED 1,85,896"
2332,2,1,Suburb,1978,"AED 2,25,722"
2759,4,1,Urban,1971,"AED 3,17,672"
1555,5,1,Rural,1992,"AED 1,31,104"
1847,2,1,Suburb,2001,"AED 2,12,030"
2517,2,2,Rural,1972,"AED 2,45,445"
1438,4,3,Urban,1953,"AED 1,76,621"
1649,5,1,Rural,2011,"AED 2,62,904"
2805,5,1,Urban,1982,"AED 4,12,621"
1358,2,1,Rural,1989,"AED 1,51,420"
2059,5,1,Urban,2011,"AED 3,08,019"
2057,3,2,Urban,1987,"AED 2,41,087"
2111,3,1,Rural,1995,"AED 1,57,113"
1657,2,1,Suburb,1988,"AED 1,88,717"
1015,5,1,Urban,1961,"AED 68,502"
1744,2,3,Urban,1998,"AED 2,59,691"
1420,3,3,Urban,1958,"AED 1,52,215"
1552,2,1,Suburb,1976,"AED 61,706"
1766,2,3,Urban,1955,"AED 1,25,537"
1792,4,1,Suburb,1989,"AED 1,71,830"
2149,4,1,Urban,1987,"AED 1,37,914"
2031,3,1,Rural,2010,"AED 2,36,417"
2495,5,1,Rural,1980,"AED 3,33,691"
2491,3,2,Urban,1981,"AED 2,48,635"
1879,5,1,Urban,1964,"AED 2,23,766"
2885,5,3,Rural,1983,"AED 4,16,103"
1851,4,2,Suburb,1957,"AED 1,79,528"
1509,4,3,Suburb,1976,"AED 1,49,176"
2425,3,2,Urban,2010,"AED 2,40,201"
2859,3,1,Suburb,1953,"AED 3,40,302"
2199,3,1,Suburb,1992,"AED 1,94,071"
2763,4,1,Urban,1962,"AED 2,97,841"
1965,4,1,Urban,2011,"AED 3,00,411"
2858,2,2,Suburb,1972,"AED 2,40,957"
1913,3,3,Rural,2017,"AED 2,48,931"
2390,2,1,Suburb,1966,"AED 3,06,620"
2511,5,1,Rural,1976,"AED 3,21,154"
1017,3,1,Suburb,1967,"AED 1,69,725"
1055,4,1,Rural,1965,"AED 93,171"
1918,3,3,Urban,1972,"AED 2,64,066"
2058,3,2,Suburb,2008,"AED 1,84,520"
1901,4,1,Urban,1957,"AED 2,11,933"
1629,4,1,Rural,1996,"AED 1,20,389"
1793,5,3,Urban,1992,"AED 2,20,692"
2789,3,3,Urban,1981,"AED 3,07,208"
2748,3,3,Rural,1982,"AED 3,72,206"
2596,3,2,Rural,1973,"AED 2,27,717"
2623,3,1,Suburb,1963,"AED 2,66,112"
2806,5,3,Rural,1964,"AED 2,71,094"
1346,3,2,Rural,1983,"AED 1,28,141"
2055,5,2,Rural,1967,"AED 1,59,198"
1907,5,3,Rural,1964,"AED 1,64,925"
2023,4,1,Urban,1967,"AED 2,60,786"
2156,3,3,Urban,1955,"AED 1,70,601"
1575,4,3,Rural,1977,"AED 83,116"
1198,5,3,Urban,1983,"AED 1,94,546"
2279,2,2,Suburb,1969,"AED 2,01,488"
2365,2,2,Urban,1977,"AED 3,16,616"
2690,3,2,Rural,1980,"AED 2,84,203"
2998,2,2,Rural,1957,"AED 3,16,690"
2254,4,3,Urban,1996,"AED 1,81,526"
1300,2,1,Suburb,1954,"AED 1,12,745"
2016,2,2,Suburb,1990,"AED 1,96,843"
2570,5,3,Rural,1990,"AED 3,36,263"
1025,4,2,Suburb,1971,"AED 1,41,576"
2558,3,1,Rural,2019,"AED 2,82,512"
2676,4,3,Rural,1973,"AED 2,66,278"
2497,4,1,Suburb,2013,"AED 2,69,877"
2410,3,3,Rural,1969,"AED 3,23,778"
2308,4,2,Urban,2018,"AED 2,83,217"
1449,5,2,Urban,1982,"AED 1,75,554"
1319,3,2,Urban,1984,"AED 1,25,989"
1155,5,2,Urban,1972,"AED 1,92,559"
1470,4,1,Urban,1957,"AED 1,80,578"
1419,2,3,Urban,2000,"AED 1,84,355"
2136,3,2,Urban,1965,"AED 2,49,966"
2925,3,2,Rural,1965,"AED 3,55,387"
1650,2,1,Rural,1993,"AED 98,908"
2445,2,1,Urban,2015,"AED 2,62,329"
1885,3,2,Suburb,2001,"AED 1,65,946"
1929,2,1,Suburb,1995,"AED 1,76,640"
2744,5,1,Suburb,1974,"AED 2,58,262"
1834,4,2,Rural,2016,"AED 2,29,002"
1875,5,2,Suburb,2000,"AED 2,91,219"
1941,4,2,Urban,1964,"AED 2,88,979"
1993,4,2,Suburb,1953,"AED 2,63,275"
2621,2,3,Rural,1950,"AED 3,62,226"
2308,2,3,Suburb,2003,"AED 2,49,742"
1571,5,3,Suburb,2004,"AED 1,43,711"
1053,2,1,Urban,1965,"AED 1,11,431"
1604,5,1,Suburb,1958,"AED 2,11,076"
1324,3,1,Urban,1950,"AED 2,08,660"
1969,5,3,Rural,1990,"AED 2,95,871"
2481,4,1,Suburb,1993,"AED 1,83,793"
1884,3,3,Rural,1997,"AED 1,09,618"
1264,5,3,Rural,1986,"AED 1,47,560"
1381,5,3,Rural,1963,"AED 2,20,030"
2236,3,3,Urban,1977,"AED 2,27,423"
1332,3,1,Suburb,1966,"AED 1,26,824"
2033,4,2,Rural,1982,"AED 2,00,380"
2381,4,1,Rural,1993,"AED 2,39,787"
1202,4,1,Suburb,2014,"AED 1,63,165"
2731,2,2,Rural,2018,"AED 1,90,778"
1057,4,3,Urban,1994,"AED 1,85,458"
2517,2,1,Rural,1986,"AED 3,01,331"
2533,5,3,Suburb,1956,"AED 2,13,500"
2791,5,3,Suburb,2017,"AED 3,26,709"
2246,5,3,Suburb,1973,"AED 2,77,103"
2392,2,1,Rural,1981,"AED 2,01,415"
2715,5,2,Suburb,2011,"AED 2,76,445"
2441,5,1,Rural,1978,"AED 2,47,968"
2897,2,2,Urban,1990,"AED 2,07,783"
1546,4,2,Rural,2007,"AED 1,46,325"
1870,4,2,Urban,2021,"AED 2,61,406"
1102,4,1,Suburb,1976,"AED 84,552"
2184,4,3,Urban,1994,"AED 2,52,791"
2223,3,2,Rural,1984,"AED 2,64,051"
2183,5,3,Urban,1994,"AED 2,07,727"
2718,4,2,Urban,2004,"AED 3,52,176"
1864,4,1,Suburb,1998,"AED 1,90,025"
2159,4,1,Urban,1956,"AED 2,21,257"
2965,4,1,Rural,2000,"AED 3,24,344"
1397,4,3,Urban,1960,"AED 3,46,258"
2761,3,1,Rural,1991,"AED 3,39,012"
1391,3,1,Rural,1991,"AED 1,59,565"
2778,2,3,Urban,1958,"AED 2,69,147"
1105,2,2,Rural,1985,"AED 1,85,196"
2606,4,3,Rural,1991,"AED 3,67,800"
2612,2,2,Urban,2001,"AED 3,11,683"
2077,3,1,Suburb,1995,"AED 2,30,892"
2300,4,2,Rural,1974,"AED 3,08,108"
1110,2,1,Suburb,1954,"AED 1,66,241"
1223,2,1,Urban,1997,"AED 1,21,133"
1074,3,1,Suburb,1952,"AED 1,60,754"
1505,5,3,Suburb,1954,"AED 1,53,778"
2037,4,3,Suburb,2005,"AED 2,48,593"
2994,2,3,Rural,1987,"AED 2,36,234"
1769,3,3,Suburb,1992,"AED 2,48,321"
1481,4,3,Rural,2011,"AED 1,29,669"
2212,3,1,Rural,1960,"AED 2,80,630"
1363,4,1,Rural,1953,"AED 1,34,770"
1238,5,1,Rural,2009,"AED 1,07,355"
2424,5,1,Urban,2012,"AED 2,13,002"
1845,4,2,Suburb,1993,"AED 2,12,188"
1984,4,3,Rural,1953,"AED 2,65,769"
2327,3,2,Rural,1959,"AED 1,83,938"
2114,4,2,Rural,1978,"AED 2,07,925"
1391,2,2,Suburb,2012,"AED 1,84,293"
2207,4,3,Urban,1999,"AED 2,29,503"
2040,4,1,Suburb,1962,"AED 3,44,704"
1964,5,1,Rural,1965,"AED 1,64,694"
1011,5,2,Suburb,1994,"AED 1,45,770"
2189,3,1,Suburb,2008,"AED 2,82,839"
1145,4,3,Suburb,1962,"AED 93,503"
2305,2,1,Urban,2003,"AED 3,21,368"
2572,2,1,Rural,1990,"AED 3,27,008"
2605,4,3,Urban,2003,"AED 2,63,755"
1168,3,2,Urban,1979,"AED 1,81,629"
1846,2,2,Suburb,1970,"AED 1,79,270"
1169,3,3,Rural,1992,"AED 70,023"
1764,4,2,Rural,1993,"AED 2,38,827"
2369,3,2,Rural,1983,"AED 2,64,147"
1498,4,2,Rural,2013,"AED 1,70,455"
2483,5,2,Urban,2006,"AED 2,82,315"
2320,4,3,Rural,1957,"AED 2,69,830"
2966,3,2,Rural,1995,"AED 2,74,939"
2165,2,2,Urban,1965,"AED 1,91,389"
1896,4,3,Rural,1983,"AED 2,17,496"
2808,4,1,Rural,1993,"AED 3,26,366"
2760,4,3,Suburb,1996,"AED 3,31,907"
2718,5,2,Rural,1973,"AED 3,34,007"
2756,5,3,Suburb,1987,"AED 3,71,502"
2076,5,3,Urban,1963,"AED 1,86,056"
1117,2,3,Suburb,1961,"AED 1,65,598"
1364,2,3,Urban,1959,"AED 1,90,542"
2694,4,1,Rural,1970,"AED 2,95,571"
2981,2,3,Suburb,1959,"AED 3,49,668"
1135,3,2,Suburb,2006,"AED 1,06,935"
2437,3,1,Suburb,1967,"AED 2,34,793"
2100,5,3,Urban,1952,"AED 2,99,947"
2871,3,2,Suburb,2016,"AED 3,30,793"
2985,3,2,Rural,2021,"AED 3,49,264"
1556,4,2,Rural,2002,"AED 1,58,834"
1017,5,2,Suburb,1967,"AED 1,16,934"
2890,5,1,Rural,2011,"AED 2,90,210"
2964,5,2,Urban,1957,"AED 3,17,390"
1402,3,2,Suburb,1968,"AED 2,06,609"
1204,2,2,Suburb,1966,"AED 96,955"
1498,4,2,Rural,1991,"AED 1,50,434"
1323,2,1,Urban,2015,"AED 1,52,270"
1594,5,3,Suburb,2011,"AED 2,46,738"
1561,5,3,Suburb,1961,"AED 2,04,077"
2304,3,3,Rural,1965,"AED 1,70,649"
2189,4,1,Urban,1980,"AED 3,52,425"
2266,4,3,Urban,1965,"AED 3,05,808"
2912,4,2,Rural,1985,"AED 3,35,546"
1478,3,1,Rural,1981,"AED 1,26,991"
1163,2,3,Urban,1963,"AED 1,77,524"
1323,4,3,Urban,2008,"AED 2,04,783"
2591,2,3,Urban,2008,"AED 3,02,615"
1550,3,1,Suburb,1979,"AED 1,19,190"
1830,3,1,Rural,1953,"AED 1,27,036"
1639,2,2,Urban,2017,"AED 2,05,693"
2926,4,1,Urban,1971,"AED 3,48,876"
1633,2,1,Urban,1992,"AED 2,24,946"
1758,4,2,Rural,2006,"AED 1,84,931"
2721,5,3,Suburb,1981,"AED 2,06,581"
1207,5,3,Suburb,2011,"AED 1,27,253"
1314,4,1,Rural,2009,"AED 1,60,153"
1303,2,2,Suburb,1957,"AED 13,848"
1900,4,3,Urban,2002,"AED 2,66,441"
1238,4,2,Urban,1992,"AED 2,09,626"
2750,4,2,Urban,1959,"AED 2,08,738"
1803,5,1,Suburb,2013,"AED 1,62,963"
2247,3,3,Suburb,2010,"AED 2,14,442"
2111,5,2,Rural,1983,"AED 2,12,801"
2560,4,3,Rural,1973,"AED 3,17,768"
2452,2,3,Urban,1955,"AED 2,38,650"
2243,3,3,Rural,1961,"AED 2,22,056"
1274,4,3,Rural,1969,"AED 1,41,223"
2670,3,2,Suburb,1994,"AED 4,12,059"
1953,2,3,Urban,1962,"AED 3,35,824"
2768,3,2,Rural,1961,"AED 3,60,405"
2089,3,1,Rural,1960,"AED 2,20,412"
2615,4,1,Suburb,2020,"AED 2,33,003"
2446,2,2,Urban,1979,"AED 2,12,622"
1254,2,1,Suburb,1970,"AED 1,62,746"
1124,5,1,Suburb,1979,"AED 89,714"
2169,3,3,Urban,2019,"AED 1,88,051"
1614,4,2,Rural,1956,"AED 1,81,421"
